id,title,link,author,publication_date,source,verdict,rating,price
633,Hyundai Tucson vs Ford Kuga vs Vauxhall Grandland: which is the ultimate hybrid family SUV?,https://www.autoexpress.co.uk/hyundai/tucson/363961/hyundai-tucson-vs-ford-kuga-vs-vauxhall-grandland-which-ultimate-hybrid,Alex Ingram,2024-08-03,Auto Express,,,17999
634,Best car GPS trackers 2024,https://www.autoexpress.co.uk/product-group-tests/108290/best-car-gps-trackers-2024,,2024-08-06,Auto Express,"As with most technology, the type of tracker you choose will depend on the features you need and how much you are willing to pay. The Nextbase iQ, for example, gives you live views as well as location data, and the DefenderDefender offers extra theft protection.",,10200
635,Mercedes E 220 d review: a technical tour de force,https://www.autoexpress.co.uk/mercedes/e-class/360697/mercedes-e-220-d-review-technical-tour-de-force,Dean Gibson,2024-08-08,Auto Express,"The latest Mercedes E-Class is a technical tour de force, and it continues to be a comfortable and upmarket cruiser that will leave you relaxed even after spending a whole day at the wheel. But it's not without issues. It feels as if the car's tech is taking over inside, and it's not as spacious as you might expect, particularly in the rear. The mild-hybrid E 220 d is certainly efficient, but it's also noisy when pushed, spoiling the cabin ambience.",4.0,29300
636,New Ford Tourneo Courier 2024 review: hides its van roots well,https://www.autoexpress.co.uk/ford/tourneo-courier,Dean Gibson,2024-08-08,Auto Express,"The Ford Tourneo line-up is one of the stronger ranges in the van-based MPV sector, and the Courier offers plenty of space for the money. It’s also surprisingly enjoyable to drive, thanks to its Puma-derived underpinnings. The sliding doors allow decent practicality in confined spaces, and that large, rectangular cargo area should be big enough to take anything that a family of five can throw at it.",4.0,282
637,Best car tyres to buy now 2024: top tyres tested and reviewed,https://www.autoexpress.co.uk/product-group-tests/91856/tyre-reviews-best-car-tyres-buy-now,Kim Adams,2024-08-08,Auto Express,,,10200
638,Mercedes E-Class review,https://www.autoexpress.co.uk/mercedes/e-class,"Sam Naylor, Dean Gibson",2024-08-08,Auto Express,,4.0,56960
639,SEAT Ibiza review,https://www.autoexpress.co.uk/seat/ibiza,Paul Adam,2024-08-08,Auto Express,,4.0,20175
640,Vauxhall Grandland (2017-2024) review,https://www.autoexpress.co.uk/vauxhall/grandland-x/104839/suv,Ellis Hyde,2024-08-09,Auto Express,,3.5,16999
641,Skoda Superb SE L 2.0 TDI DSG review: large family car is better than ever,https://www.autoexpress.co.uk/skoda/superb/364020/new-skoda-superb-2024-review-large-family-car-better-ever,Alex Ingram,2024-08-09,Auto Express,"Skoda has known for a long time that it’s been onto a winning formula with the Skoda Superb, which is why the evolutionary approach it has taken with this new model was the perfect way to go. There’s slightly more space inside, the tech has improved usability (a very rare thing in this current touchscreens era) and the powertrain line-up is stronger than ever, while the car itself drives just as well as ever. If you’re in the market for a large family car, little else comes close.",4.5,2940
642,New BMW i7 eDrive50 M Sport review: RWD luxury EV with a sporty twist,https://www.autoexpress.co.uk/bmw/i7/364026/new-bmw-i7-edrive50-m-sport-review-loss-4wd-doesnt-dent-its-appeal,Dean Gibson,2024-08-09,Auto Express,"Buyers at this end of the market are more interested in comfort, luxury and gadgets than on-the-limit performance or efficiency. But if we were looking for a premium limousine, the eDrive50 would be more than enough BMW i7 for us. It’s rapid, quiet and refined, and it feels just as plush inside as any other version because it can be specced with all of the same luxuries, including the stunning (but pricey) Ultimate Pack.",4.5,18013
643,MINI Cooper E vs Peugeot E-208: electric cars clash for supermini supremacy,https://www.autoexpress.co.uk/mini/mini-cooper/364025/mini-cooper-e-vs-peugeot-e-208-electric-cars-clash-supermini-supremacy,Alex Ingram,2024-08-10,Auto Express,,,25265
644,"Toyota Land Cruiser (Mk1, 1960-1984) icon review: an unstoppable off-roading legend",https://www.autoexpress.co.uk/toyota/land-cruiser/364035/toyota-land-cruiser-mk1-1960-1984-icon-review-unstoppable-roading-legend,Jordan Katsianis,2024-08-12,Auto Express,,,31199
645,New Volkswagen California 2024 review: still the camper van king,https://www.autoexpress.co.uk/volkswagen/california/364056/new-volkswagen-california-2024-review-still-camper-van-king,Richard Ingram,2024-08-13,Auto Express,"The latest Volkswagen California isn’t tangibly better than before. The shorter kitchen isn't as useful, and it reduces the amount of available storage in the cabin – all so you can have two sliding doors. Yet overall, the Cali remains the king (or queen) of the compact campers, with loads of clever, considered features that just make it super easy to live with. This diesel will suit those who favour longer trips, but the plug-in hybrid due next year could be the game changer for those who like to stay closer to home.",4.0,12600
646,Electric Moke review: the world’s least luxurious luxury car,https://www.autoexpress.co.uk/road-tests/364038/electric-moke-review-worlds-least-luxurious-luxury-car,Tom Jervis,2024-08-13,Auto Express,,,17900
647,Skoda Superb review,https://www.autoexpress.co.uk/skoda/superb,"Ellis Hyde, Max Adams",2024-08-12,Auto Express,,4.5,35695
648,BMW i7 review,https://www.autoexpress.co.uk/bmw/i7,Matt Robinson,2024-08-14,Auto Express,,4.0,102445
649,"Used Land Rover Defender (Mk2, 2019-date) buyer’s guide: a worthy successor to the iconic original",https://www.autoexpress.co.uk/land-rover/defender/364086/used-land-rover-defender-mk2-2019-date-buyers-guide-worthy-successor,Richard Dredge,2024-08-15,Auto Express,"When you consider how much it costs to buy a Land Rover Defender, new or used, it’s unsurprising that few owners will explore their car’s off-road capabilities. That’s a shame, because Land Rover has created a sequel to the original Defender that is more than that car’s equal off road, but so far ahead of it on road that it seems incredible they share the same name. Our verdict after running a P400e on our fleet was: “It’s massively capable, hugely comfortable, a fantastic piece of design and a joy to live with. It’s the sort of car you can do anything with, in any place, and it’ll leave you smiling.” Which rather says it all.",,42000
669,Ring MAGFLEX 1000 Superflex LED utility lamp review,https://www.autoexpress.co.uk/product-reviews/86828/ring-magflex-1000-superflex-led-utility-lamp-review,Kim Adams,2024-09-30,Auto Express,,4.5,14995
650,New 2024 Peugeot 3008 Hybrid GT review: cheaper but less powerful than the EV,https://www.autoexpress.co.uk/peugeot/3008,Paul Barker,2024-08-15,Auto Express,"This hybrid model opens up the stylish new Peugeot 3008 to a wider audience than the pure electric car. As with the EV, the cabin is stunning and dominated by the huge 21-inch infotainment screen, although that does have usability issues. To drive, the hybrid also feels more comfortable than the E-3008 over bumps, but it’s still not the most cosseting of SUVs, and the powertrain could be quicker to respond.",3.5,3039
651,LEVC L380 review: luxury MPV takes space race to a whole new level,https://www.autoexpress.co.uk/levc/l380,,2024-09-17,Auto Express,"The LEVC L380 enters a marketplace that, in all honesty, is due a significant talent upgrade – and it doesn’t so much move the needle as replace it completely. It’s supremely comfortable, very generously equipped, and has TARDIS levels of space. If it’s priced right when it comes to the UK, it will simply own this segment.",4.0,23399
652,Nissan Ariya e-4ORCE long-term test: plush family EV is under pressure from newer rivals,https://www.autoexpress.co.uk/nissan/ariya/362448/nissan-ariya-e-4orce-long-term-test-plush-family-ev-under-pressure-newer-rivals,Steve Walker,2024-09-18,Auto Express,"The Nissan Ariya has been a pleasure to live with. Cabin comfort, passenger space, the relaxed driving experience and the potent powertrain all go in the plus column. The dated infotainment, mediocre boot and average efficiency tip the scales the other way.",3.5,24000
653,Ford Puma vs Renault Captur: the big small-SUV showdown,https://www.autoexpress.co.uk/ford/puma/364374/ford-puma-vs-renault-captur-big-small-suv-showdown,Alex Ingram,2024-09-18,Auto Express,First place: Renault Captur,,16270
654,Renault Clio review,https://www.autoexpress.co.uk/renault/clio,Ellis Hyde,2024-09-18,Auto Express,,4.5,18775
655,"Used Lexus GS (Mk4, 2012-2018): owners love this executive oddity",https://www.autoexpress.co.uk/lexus/gs/364385/used-lexus-gs-mk4-2012-2018-owners-love-executive-oddity,Richard Dredge,2024-09-19,Auto Express,"Ever since the original GS300 of 1991, Lexus has tried to give the BMW 5 Series, Audi A6 and Mercedes E-Class a bloody nose, but it’s never got close. The German trio have a hold over the segment, thanks to their excellent build quality, wide choice of engines and bodystyles, plus a reputation for user-friendliness. The Lexus offers many of these attributes with reliability and generous kit levels at the fore, but if you don’t want a hybrid saloon, you’re snookered (tiny-selling GS250 aside). If you don’t need a diesel powertrain or an estate, give the Lexus a try, because the chances are that you won’t regret it.",,15600
656,Best car rental sites 2024,https://www.autoexpress.co.uk/product-group-tests/360354/best-car-rental-sites-2024,,2024-09-19,Auto Express,"We’d recommend heading for the Hertz desk first, because it offers great choice and competitive prices for cars and add-ons. Europcar looked good value too, but lost out because the insurance excess and seven-seater were pricey. Drivalia offers the keenest prices but has fewer – and less convenient – locations.",,21420
657,Volkswagen Tiguan vs Renault Kadjar: is petrol or diesel better in a used family SUV?,https://www.autoexpress.co.uk/car-group-tests/353909/volkswagen-tiguan-vs-renault-kadjar-petrol-or-diesel-better-used-family-suv,,2024-09-19,Auto Express,First place: Volkswagen Tiguan,,12600
658,Best clay bar alternatives 2024,https://www.autoexpress.co.uk/product-group-tests/353181/best-clay-bar-alternatives-2024,,2024-09-23,Auto Express,"The Rag Company products gave the best cleaning performance, rivalling a regular clay bar in their ability. While the cloth’s price is too high to put it in contention, we think the Scrubber pads are worth the money, especially because you get two in a pack. These take the win on this occasion.",,12600
